movie_id,Languages
4429,German
4429,Spanish
4430,English
4431,English
4432,Portuguese
4433,English
4434,English
4435,French
4437,Czech
4438,English
4439,English
4441,English
4442,English
4443,Czech
4444,English
4444,Hungarian
4444,Italian
4445,Czech
4445,Slovak
4446,English
4447,English
4449,English
4449,Spanish
4450,English
4450,Italian
4450,Latin
4450,Spanish
4450,German
4452,Telugu
4454,Hindi
4455,Korean
4456,Korean
4457,Korean
4458,Korean
4459,Korean
4460,Korean
4461,Korean
4462,English
4463,French
4464,English
4464,Spanish
4464,French
4465,English
4465,German
4465,French
4465,Russian
4466,English
4468,English
4469,English
4470,English
4471,English
4472,English
4473,Polish
4474,French
4474,German
4474,English
4474,Polish
4475,English
4476,Japanese
4477,English
4478,English
4479,French
4480,English
4481,Czech
4482,Czech
4483,Czech
4483,English
4483,Zulu
4484,Czech
4485,Japanese
4486,English
4487,English
4488,French
4489,German
4490,Spanish
4490,Tarahumara
4491,Polish
4492,Polish
4492,Tatar
4492,Ukrainian
4492,Turkish
4493,Polish
4493,English
4494,Polish
4495,Polish
4496,Polish
4496,English
4496,Kinyarwanda
4497,Polish
4497,English
4498,Polish
4499,Polish
4500,Japanese
4501,Telugu
4503,English
4504,Spanish
4505,English
4505,German
4507,Czech
4508,Korean
4508,English
4509,English
4510,English
4511,Spanish
4511,Italian
4511,English
4511,French
4511,Portuguese
4511,Catalan
4512,Spanish
4513,English
4514,English
4514,Sanskrit
4515,English
4515,Japanese
4516,English
4516,Saami
4517,Czech
4518,Polish
4518,German
4518,Czech
4519,Czech
4520,English
4521,Czech
4522,Norwegian
4523,Czech
4525,Spanish
4526,Japanese
4527,Japanese
4528,Japanese
4530,English
4531,Telugu
4532,English
4532,Spanish
4534,Mandarin
4535,Portuguese
4536,English
4537,Thai
4538,English
4539,Hungarian
4540,Hungarian
4541,Swedish
4542,Japanese
4543,Spanish
4544,English
4545,Thai
4546,Czech
4547,Romanian
4548,Chinese
4549,English
4550,English
4551,Dutch
4551,Russian
4551,German
4551,Polish
4552,Mandarin
4554,Czech
4555,Czech
4556,Czech
4557,English
4558,Czech
4559,English
4560,English
4561,French
4561,Thai
4561,English
4562,English
4563,English
4564,English
4565,Czech
4565,English
4565,German
4565,Russian
4566,German
4566,English
4567,Wayuu
4567,Spanish
4567,English
4568,Japanese
4569,English
4570,English
4571,Japanese
4572,Mandarin
4573,English
4574,English
4575,English
4576,Czech
4576,Slovak
4577,English
4578,Korean
4579,Czech
4580,English
4581,English
4582,English
4583,English
4583,French
4583,Arabic
4583,German
4584,English
4584,Hebrew
4584,German
4584,Ukrainian
4585,English
4586,Tamil
4587,Japanese
4588,English
4589,English
4590,English
4591,English
4592,Polish
4593,English
4594,English
4595,English
4596,Spanish
4597,English
4598,English
4599,Japanese
4600,English
4600,SignLanguages
4601,English
4602,English
4603,English
4603,Spanish
4603,German
4604,English
4605,English
4606,English
4607,French
4608,English
4609,Spanish
4609,Bable
4611,English
4611,French
4611,Latin
4612,Spanish
4613,Spanish
4613,Afrikaans
4614,Italian
4614,English
4614,French
4615,German
4616,English
4616,Japanese
4617,Spanish
4618,English
4618,Spanish
4619,Italian
4620,English
4621,English
4622,Czech
4623,German
4624,Malay
4625,English
4626,Korean
4626,Chinese
4627,English
4627,Korean
4628,Japanese
4629,Japanese
4630,Japanese
4631,Japanese
4632,Japanese
4633,Japanese
4634,Japanese
4634,Latvian
4636,German
4637,Japanese
4638,English
4639,English
4640,English
4641,Chinese
4642,Spanish
4643,Korean
4644,Korean
4645,Tamil
4646,Bulgarian
4647,English
4648,Czech
4648,Slovak
4650,Czech
4650,Hebrew
4651,Czech
4652,Slovak
4652,Yiddish
4652,German
4652,Latin
4653,Czech
4653,German
4654,English
4655,Japanese
4655,English
4656,Chinese
4657,English
4658,Chinese
4659,English
4660,English
4661,English
4662,English
4663,English
4664,German
4664,Yiddish
4664,Hebrew
4665,French
4666,English
4667,Spanish
4668,Chinese
4669,Turkish
4670,English
4671,English
4672,English
4672,Spanish
4672,Russian
4672,German
4673,English
4673,Spanish
4674,Malay
4675,English
4676,English
4678,English
4679,Czech
4680,Czech
4681,Czech
4682,Czech
4682,Russian
4683,Korean
4684,Korean
4685,English
4686,Cantonese
4686,Mandarin
4686,English
4688,Thai
4689,Thai
4690,Romanian
4691,English
4691,Russian
4692,French
4692,English
4692,Chinese
4693,English
4695,English
4696,Hindi
4697,Spanish
4698,English
4698,Mandarin
4698,Spanish
4698,Russian
4699,Hindi
4700,Turkish
4701,English
4703,English
4704,English
4705,Italian
4705,Russian
4705,French
4705,Arabic
4707,English
4708,Polish
4709,Polish
4710,Polish
4711,Japanese
4712,English
4712,Afrikaans
4713,English
4714,Thai
4715,English
4716,English
4717,English
4718,English
4719,English
4722,English
4723,English
4723,Romanian
4723,Hebrew
4723,Yiddish
4723,German
4724,Italian
4725,English
4727,English
4728,Korean
4728,Mandarin
4729,Korean
4731,English
4732,English
4733,Czech
4733,Slovak
4733,English
4733,French
4734,Romanian
4735,English
4736,English
4736,Romanian
4736,German
4736,Korean
4737,Japanese
4738,Romanian
4739,English
4740,Romanian
4741,Slovak
4742,Thai
4743,Turkish
4743,Italian
4744,Japanese
4745,Thai
4745,English
4746,French
4747,English
4747,French
4748,Korean
4749,English
4749,Danish
4750,Spanish
4751,English
4752,Japanese
4753,English
4754,Japanese
4755,Japanese
4756,Japanese
4757,Yoruba
4757,Ibo
4757,English
4758,Turkish
4759,English
4761,Japanese
4762,Japanese
4763,Japanese
4764,English
4765,Slovak
4765,Czech
4766,English
4767,Czech
4767,German
4768,Czech
4768,German
4768,English
4768,Slovak
4769,English
4771,Czech
4772,English
4773,Japanese
4774,Japanese
4775,Polish
4776,Japanese
4777,English
4778,Japanese
4779,English
4780,Czech
4782,Czech
4783,Czech
4784,Czech
4785,English
4786,Slovak
4786,Czech
4787,Czech
4788,English
4789,Japanese
4790,English
4791,English
4792,Korean
4793,English
4794,Japanese
4795,Hindi
4795,English
4796,Korean
4797,English
4798,English
4800,Dutch
4801,English
4802,Thai
4803,Spanish
4804,English
4804,Spanish
4805,English
4806,English
4807,Italian
4807,English
4807,Croatian
4808,English
4809,English
4811,Portuguese
4812,German
4813,German
4813,Italian
4813,English
4814,Korean
4815,English
4816,Korean
4817,Hindi
4818,Polish
4818,English
4819,Polish
4820,Korean
4821,Polish
4822,Korean
4823,English
4823,Spanish
4824,English
4824,French
4825,English
4826,English
4827,Spanish
4828,English
4829,Dutch
4830,English
4831,Korean
4832,Korean
4833,Korean
4834,Hindi
4835,Korean
4836,Korean
4837,Hindi
4839,Hindi
4840,English
4841,English
4841,Mandarin
4842,English
4843,English
4843,Arabic
4843,French
4843,Spanish
4843,Dutch
4844,English
4845,English
4846,Japanese
4847,Japanese
4848,English
4849,Polish
4850,English
4850,Spanish
4851,Polish
4852,English
4853,Polish
4854,Polish
4855,English
4855,Spanish
4855,French
4855,Arabic
4856,Japanese
4857,Hindi
4861,English
4862,Japanese
4863,Polish
4864,Polish
4865,English
4866,Turkish
4868,English
4868,Italian
4868,Russian
4868,German
4869,English
4870,Hindi
4871,English
4871,Spanish
4872,English
4872,French
4873,Polish
4874,English
4875,English
4875,German
4875,French
4875,Latin
4876,English
4877,English
4878,Telugu
4879,Hindi
4880,Korean
4881,Korean
4882,Romanian
4883,English
4884,French
4884,Arabic
4884,English
4885,Yoruba
4885,English
4885,Ibo
4885,Hausa
4886,Thai
4886,English
4887,German
4888,English
4889,English
4890,French
4891,English
4892,Spanish
4893,English
4894,Catalan
4895,Swedish
4896,English
4896,Spanish
4897,Turkish
4898,Hindi
4899,Korean
4900,English
4900,Chinese
4900,German
4901,English
4902,English
4903,English
4904,English
4905,English
4906,English
4906,Korean
4907,Spanish
4908,Polish
4909,English
4910,English
4911,German
4912,English
4913,German
4914,German
4915,German
4916,English
4917,German
4918,English
4919,English
4920,English
4921,English
4922,English
4922,Italian
4923,Polish
4924,English
4925,Italian
4926,English
4927,French
4928,Spanish
4929,English
4930,English
4931,Mandarin
4931,English
4932,English
4933,English
4934,Korean
4935,English
4936,Korean
4936,Japanese
4937,French
4938,English
4938,Ukrainian
4939,Korean
4939,Russian
4940,Korean
4941,Korean
4943,Japanese
4944,Korean
4944,German
4944,English
4944,Japanese
4945,English
4945,Yoruba
4946,Korean
4947,Korean
4948,Korean
4949,Korean
4950,Korean
4951,Swedish
4951,Spanish
4952,Korean
4954,English
4955,English
4956,English
4957,Japanese
4958,Spanish
4958,English
4959,English
4960,English
4961,English
4962,English
4963,English
4964,English
4965,Italian
4966,English
4967,English
4968,English
4968,Spanish
4968,German
4969,English
4970,English
4970,French
4971,English
4971,Spanish
4972,Japanese
4972,English
4973,Norwegian
4973,English
4973,Swedish
4973,German
4975,Japanese
4976,English
4977,English
4978,Telugu
4979,English
4980,Japanese
4981,Japanese
4982,English
4982,Russian
4982,Maori
4982,Italian
4983,English
4983,Italian
4983,Swedish
4984,English
4985,Korean
4986,Korean
4987,Japanese
4988,English
4989,English
4990,English
4990,Portuguese
4990,Spanish
4991,English
4992,French
4992,English
4992,Arabic
4992,Italian
4992,German
4993,French
4993,English
4993,Sinhalese
4993,Norwegian
4994,Spanish
4996,Thai
4996,Lao
4997,English
4997,Flemish
4998,English
4999,Thai
5000,English
5001,Polish
5003,English
5004,Urdu
5005,Arabic
5007,Portuguese
5007,English
5008,English
5008,French
5008,Arabic
5008,Yoruba
5008,Swahili
5008,Chinese
5009,Tamil
5010,English
5011,Arabic
5012,English
5012,Yoruba
5014,German
5015,German
5016,German
5017,Spanish
5018,French
5019,Turkish
5019,Flemish
5020,Spanish
5021,English
5022,Spanish
5024,English
5025,Spanish
5026,English
5027,Portuguese
5028,Thai
5029,Thai
5029,English
5030,Thai
5031,English
5032,English
5033,Malay
5035,Malay
5036,Italian
5037,Cantonese
5037,Mandarin
5038,Hindi
5040,English
5041,Punjabi
5042,Mandarin
5043,Korean
5045,Punjabi
5046,English
5047,Japanese
5048,Marathi
5049,English
5050,English
5051,English
5052,Romanian
5053,Romanian
5054,Romanian
5054,English
5055,Romanian
5056,English
5056,Mandarin
5057,English
5057,Arabic
5058,Romanian
5059,English
5059,Spanish
5060,Thai
5061,English
5062,English
5063,English
5063,Spanish
5064,Spanish
5064,Italian
5066,Spanish
5067,Spanish
5068,Spanish
5068,German
5068,Basque
5069,English
5070,Mandarin
5070,Russian
5070,English
5071,Spanish
5072,English
5073,English
5073,Korean
5074,English
5075,Mandarin
5076,English
5077,English
5078,English
5079,Thai
5080,Thai
5081,Thai
5082,English
5083,Thai
5084,Thai
5085,Thai
5086,English
5087,English
5088,English
5089,English
5089,Hindi
5090,French
5090,Italian
5092,Malayalam
5093,English
5094,English
5095,English
5096,English
5097,Thai
5098,English
5099,Japanese
5100,Japanese
5101,Japanese
5102,Japanese
5103,English
5104,English
5106,English
5107,Portuguese
5108,Tamil
5109,English
5110,English
5111,Japanese
5112,English
5113,English
5113,Cantonese
5114,English
5115,Japanese
5116,English
5117,Hindi
5118,English
5119,English
5120,English
5121,Japanese
5122,Spanish
5123,Dutch
5124,English
5126,English
5127,English
5128,Japanese
5129,English
5130,English
5131,English
5131,Spanish
5132,English
5133,English
5133,Spanish
5133,German
5135,Thai
5136,Japanese
5137,English
5137,Spanish
5138,Japanese
5139,Japanese
5140,Thai
5141,Japanese
5142,Japanese
5143,Japanese
5144,Thai
5145,English
5145,Spanish
5145,Sioux
5146,Thai
5147,English
5148,Japanese
5149,French
5150,French
5151,Hindi
5152,Japanese
5153,Spanish
5153,English
5154,Thai
5155,Japanese
5156,Thai
5156,Korean
5157,Japanese
5158,Japanese
5159,Polish
5159,Spanish
5160,English
5160,German
5160,French
5161,Persian
5161,English
5162,English
5163,English
5163,Mandarin
5163,Japanese
5164,Thai
5165,Japanese
5166,English
5167,English
5168,Japanese
5170,English
5171,Telugu
5172,Japanese
5173,Mandarin
5173,MinNan
5173,Shanghainese
5173,English
5174,Japanese
5175,Japanese
5175,English
5176,Urdu
5177,English
5178,Hindi
5179,Tamil
5180,French
5181,English
5182,English
5182,Amharic
5183,English
5184,English
5187,English
5188,English
5188,Spanish
5189,English
5190,English
5191,French
5192,English
5193,Portuguese
5194,Filipino
5194,Tagalog
5195,Japanese
5196,English
5197,English
5198,Japanese
5199,Japanese
5200,Japanese
5201,Japanese
5202,English
5202,French
5202,German
5203,German
5205,English
5206,English
5207,English
5208,English
5209,English
5209,AmericanSignLanguage
5209,Indonesian
5210,Cantonese
5211,Mandarin
5211,Cantonese
5212,Cantonese
5213,English
5214,Cantonese
5214,English
5214,Filipino
5214,Afrikaans
5215,Hindi
5216,Japanese
5217,Japanese
5218,English
5219,English
5220,Mandarin
5220,English
5221,Korean
5221,Tagalog
5221,English
5222,Korean
5223,Korean
5224,English
5224,French
5225,Korean
5226,Japanese
5226,Finnish
5227,Japanese
5227,French
5227,Italian
5227,Thai
5227,English
5228,Japanese
5228,English
5229,Japanese
5230,Korean
5231,Korean
5232,Korean
5233,Japanese
5233,French
5233,English
5234,Korean
5235,Russian
5235,English
5237,English
5238,English
5238,Russian
5238,French
5238,German
5239,Korean
5240,Japanese
5241,Marathi
5242,Chinese
5243,English
5244,English
5245,Japanese
5245,English
5246,Korean
5247,Marathi
5248,English
5249,Japanese
5250,Japanese
5251,Italian
5252,English
5253,Japanese
5254,English
5255,English
5257,German
5259,Spanish
5259,French
5259,Afrikaans
5260,English
5262,Filipino
5262,Tagalog
5263,English
5264,Chinese
5265,Mandarin
5265,English
5265,French
5266,Japanese
5267,Japanese
5267,English
5268,English
5269,Hindi
5269,English
5270,English
5271,Thai
5272,English
5273,German
5274,Portuguese
5276,English
5276,Dutch
5277,English
5278,English
5278,Croatian
5278,Chinese
5279,Japanese
5280,Japanese
5281,Japanese
5282,Chinese
5283,English
5283,Papiamento
5284,English
5285,English
5286,Thai
5287,Thai
5288,Filipino
5288,Tagalog
5289,Korean
5290,English
5291,English
5291,AmericanSignLanguage
5292,English
5292,AmericanSignLanguage
5293,Spanish
5294,English
5295,Japanese
5296,Japanese
5297,English
5297,Japanese
5298,English
5299,Belarusian
5299,Polish
5299,Russian
5299,Ukrainian
5300,Italian
5301,Polish
5301,German
5302,English
5303,Korean
5305,Korean
5306,Korean
5307,Korean
5308,Korean
5309,Japanese
5310,English
5310,Swahili
5310,French
5310,Spanish
5310,Bosnian
5311,Korean
5312,Korean
5313,Korean
5314,English
5314,Arabic
5315,Italian
5316,English
5317,English
5317,German
5318,Korean
5319,English
5320,English
5320,French
5320,Greek
5321,Korean
5322,Korean
5324,English
5325,Thai
5326,Hindi
5327,English
5328,English
5328,Russian
5328,SignLanguages
5329,English
5330,Tamil
5332,English
5335,Portuguese
5336,English
5337,Spanish
5338,Spanish
5340,English
5340,Spanish
5341,English
5341,Japanese
5342,Spanish
5343,Hindi
5345,English
5346,English
5346,Japanese
5346,Italian
5347,Japanese
5348,English
5349,Korean
5350,Korean
5350,English
5351,Korean
5352,Korean
5353,Korean
5354,Korean
5355,Korean
5356,Korean
5356,Japanese
5357,Korean
5358,Korean
5359,Korean
5360,Hindi
5360,Punjabi
5360,Gujarati
5360,English
5361,Portuguese
5362,English
5363,French
5363,German
5363,English
5364,Spanish
5365,Japanese
5366,Japanese
5366,English
5367,English
5368,French
5369,Japanese
5371,Hindi
5373,English
5373,Japanese
5375,Arabic
5377,English
5378,Portuguese
5378,English
5379,English
5379,French
5379,Romanian
5379,Latin
5380,English
5380,Mandarin
5381,English
5381,German
5381,Swedish
5381,Mongolian
5382,English
5382,Hebrew
5383,English
5384,English
5385,Cantonese
5386,English
5387,Korean
5388,Spanish
5389,English
5389,Italian
5389,German
5391,Russian
5391,English
5392,Korean
5393,Korean
5394,Korean
5394,Japanese
5394,English
5396,Indonesian
5397,Japanese
5398,German
5399,English
5399,Italian
5399,Latin
5400,Marathi
5402,English
5404,English
5405,Hindi
5405,Urdu
5405,English
5406,Hindi
5407,Arabic
5408,Mandarin
5408,English
5409,Korean
5410,Portuguese
5411,English
5411,French
5411,Latin
5411,Spanish
5412,English
5413,Swedish
5413,Ukrainian
5413,English
5414,French
5415,English
5416,Spanish
5417,Hindi
5418,English
5419,Hindi
5420,English
5420,Arabic
5421,Indonesian
5422,English
5424,Arabic
5425,Arabic
5426,English
5427,English
5428,French
5429,English
5430,English
5431,English
5432,English
5432,Mandarin
5432,Cantonese
5432,Hokkien
5432,French
5432,Malay
5433,Portuguese
5434,English
5434,French
5434,Greek
5435,English
5435,French
5436,English
5437,English
5438,English
5439,English
5440,English
5441,Spanish
5442,Hindi
5443,Hindi
5444,Spanish
5444,English
5444,Catalan
5445,Hindi
5447,Japanese
5449,English
5450,English
5450,Hebrew
5451,Arabic
5453,English
5454,French
5454,English
5455,English
5456,English
5457,Portuguese
5458,German
5461,Japanese
5462,Korean
5463,Japanese
5464,Norwegian
5465,English
5465,Spanish
5467,English
5468,English
5469,Cantonese
5469,Mandarin
5469,English
5470,English
5471,English
5471,Spanish
5472,English
5474,English
5474,Urdu
5476,Polish
5477,English
5477,Italian
5477,Arabic
5478,Russian
5478,German
5479,English
5480,Polish
5480,Romany
5481,English
5481,Spanish
5482,English
5483,Korean
5485,Japanese
5486,Romanian
5487,Marathi
5488,Romanian
5489,Cantonese
5490,English
5490,Hindi
5490,Bengali
5490,Assamese
5490,Manipuri
5491,English
5492,Romanian
5492,English
5493,Mandarin
5493,MinNan
5493,English
5494,Hindi
5495,English
5496,English
5496,Spanish
5496,French
5497,Portuguese
5498,English
5499,German
5500,Mandarin
5501,Korean
5501,English
5502,English
5503,English
5503,Russian
5504,Dutch
5504,English
5504,French
5505,English
5505,Mandarin
5505,Thai
5505,Japanese
5506,English
5507,English
5508,English
5509,English
5509,French
5510,Filipino
5511,English
5512,English
5512,Chinese
5513,Spanish
5514,English
5514,Mandarin
5515,Spanish
5516,English
5517,English
5517,Mandarin
5517,Spanish
5518,Korean
5519,Vietnamese
5520,Spanish
5520,English
5521,French
5522,Hindi
5522,English
5522,Marathi
5522,Malayalam
5523,English
5523,French
5525,French
5526,English
5527,English
5528,Japanese
5529,English
5530,Dutch
5531,Tagalog
5531,Filipino
5531,English
5532,English
5533,Italian
5535,English
5535,Spanish
5535,Arabic
5536,English
5537,Spanish
5538,English
5539,Mandarin
5540,English
5542,Arabic
5543,English
5543,Arabic
5544,English
5545,Dutch
5546,Dutch
5547,Dutch
5548,German
5549,English
5551,Dutch
5552,English
5553,English
5553,Italian
5553,German
5553,French
5554,Spanish
5555,English
5556,Polish
5556,French
5556,Croatian
5556,German
5556,Russian
5556,Serbian
5556,Italian
5557,Japanese
5558,Japanese
5559,Japanese
5560,Japanese
5561,Japanese
5563,Japanese
5564,Japanese
5565,Japanese
5566,Japanese
5567,Urdu
5568,Urdu
5568,Hindi
5569,English
5569,German
5569,Russian
5569,Swedish
5571,English
5572,English
5573,Japanese
5574,English
5575,English
5576,English
5577,English
5577,Swedish
5578,English
5580,English
5581,English
5581,Russian
5582,Chinese
5583,German
5584,English
5584,Cantonese
5584,Mandarin
5585,English
5586,English
5587,French
5588,English
5589,Spanish
5590,Spanish
5591,English
5593,Japanese
5594,English
5595,Korean
5596,Korean
5597,Japanese
5597,Korean
5598,Korean
5599,French
5600,Korean
5601,Korean
5602,Korean
5603,English
5603,French
5603,German
5604,Mandarin
5605,Korean
5608,Korean
5609,English
5610,Russian
5612,Korean
5613,Korean
5614,English
5616,English
5617,Korean
5617,English
5617,French
5618,Korean
5620,French
5621,Japanese
5621,English
5622,Japanese
5623,Korean
5624,French
5625,Korean
5626,Japanese
5627,Korean
5628,Mandarin
5629,Korean
5630,Korean
5631,Hindi
5631,English
5632,English
5633,English
5634,Japanese
5635,Arabic
5636,Arabic
5637,Mandarin
5637,MinNan
5637,Spanish
5637,English
5638,Arabic
5639,Arabic
5640,English
5641,English
5642,German
5643,Korean
5643,English
5643,Mandarin
5643,Japanese
5645,English
5646,Malay
5647,English
5648,Korean
5649,English
5650,English
5651,English
5652,French
5653,English
5654,English
5655,English
5656,English
5657,English
5658,Spanish
5658,French
5658,English
5660,Korean
5661,Spanish
5662,Dutch
5663,English
5664,English
5665,English
5666,French
5668,English
5668,Spanish
5669,French
5671,Japanese
5672,English
5673,Punjabi
5674,English
5674,Malay
5675,English
5676,English
5677,English
5678,English
5679,English
5680,Malay
5681,English
5682,English
5683,English
5684,German
5685,English
5686,English
5687,Japanese
5688,Polish
5689,Polish
5690,Polish
5691,Polish
5692,Japanese
5693,Polish
5694,Polish
5695,English
5695,Japanese
5696,Polish
5697,Polish
5697,Russian
5697,English
5697,Arabic
5698,French
5699,French
5699,English
5700,Russian
5701,French
5702,Japanese
5703,English
5704,Marathi
5705,German
5706,Japanese
5707,Mandarin
5708,English
5709,Mandarin
5709,English
5709,Russian
5709,French
5709,Japanese
5709,Korean
5709,Indonesian
5709,Hindi
5710,English
5712,Cantonese
5713,Cantonese
5714,Mandarin
5715,Korean
5715,English
5716,English
5717,Swedish
5718,Hindi
5718,English
5718,Marathi
5718,Gujarati
5719,Hindi
5719,English
5719,French
5721,English
5722,English
5723,Turkish
5724,German
5725,Korean
5726,Japanese
5726,English
5727,Malayalam
5728,Spanish
5729,English
5729,Spanish
5729,French
5730,English
5731,Tagalog
5731,Filipino
5732,German
5732,Hungarian
5733,SwissGerman
5733,German
5734,Japanese
5735,Japanese
5736,English
5737,Japanese
5738,Arabic
5739,Arabic
5740,Arabic
5741,Arabic
5743,French
5745,English
5745,French
5745,Spanish
5746,English
5746,Hindi
5747,English
5748,French
5749,English
5750,English
5751,English
5751,Hindi
5751,French
5751,German
5751,Mandarin
5752,Korean
5753,Korean
5753,Mandarin
5753,Dutch
5754,Korean
5755,Korean
5756,English
5757,German
5758,English
5759,English
5759,Malay
5761,English
5761,Russian
5762,Spanish
5763,Italian
5764,Hindi
5765,Danish
5765,German
5766,English
5769,English
5770,German
5771,German
5772,Spanish
5773,Arabic
5774,Mandarin
5775,Mandarin
5775,MinNan
5776,French
5776,English
5777,Korean
5778,Korean
5779,Japanese
5780,Arabic
5781,Arabic
5782,Arabic
5783,Arabic
5784,Arabic
5785,Arabic
5786,Arabic
5787,Arabic
5789,English
5789,Spanish
5790,English
5791,Spanish
5792,Japanese
5793,English
5794,Dutch
5795,Bengali
5795,English
5796,English
5797,English
5797,Russian
5797,Indonesian
5797,Filipino
5798,English
5799,Portuguese
5800,English
5802,English
5802,Spanish
5804,English
5805,English
5806,English
5807,English
5809,Portuguese
5810,Hindi
5811,Japanese
5812,Japanese
5813,Hindi
5814,Bengali
5815,English
5816,English
5816,Hindi
5817,English
5818,Hindi
5819,Hindi
5819,English
5820,Hindi
5820,English
5822,English
5823,English
5824,Turkish
5825,Spanish
5826,Indonesian
5826,English
5827,English
5828,Italian
5830,Spanish
5830,English
5831,Bengali
5831,English
5831,Mandarin
5832,English
5833,English
5835,Spanish
5836,French
5837,Japanese
5838,Japanese
5839,French
5840,Turkish
5840,Georgian
5842,Turkish
5843,Turkish
5844,Italian
5844,Latin
5844,Occitan
5844,English
5845,Turkish
5846,Turkish
5847,Korean
5847,English
5848,English
5849,Japanese
5850,Portuguese
5852,English
5853,Japanese
5854,Japanese
5855,Japanese
5856,Japanese
5857,Japanese
5857,English
5858,English
5859,English
5860,English
5861,English
5862,English
5863,English
5864,English
5865,Tamil
5865,Hindi
5866,Korean
5866,Mandarin
5867,Tamil
5868,English
5869,English
5870,Turkish
5871,Swedish
5872,Spanish
5873,English
5874,Turkish
5875,Turkish
5876,Turkish
5877,English
5877,Malay
5878,Tamil
5878,Hindi
5879,Hindi
5880,English
5881,English
5882,Spanish
5883,English
5883,French
5884,English
5884,Russian
5885,Korean
5886,Indonesian
5887,Polish
5888,English
5889,Polish
5890,Thai
5891,Italian
5891,English
5891,German
5892,Filipino
5892,Tagalog
5893,English
5894,English
5895,Hindi
5896,Thai
5897,English
5898,English
5898,Spanish
5899,English
5900,Portuguese
5901,English
5901,AmericanSignLanguage
5901,Latin
5903,Korean
5903,English
5904,Korean
5904,English
5905,Spanish
5907,Cantonese
5907,Mandarin
5907,English
5908,German
5909,Korean
5910,English
5911,German
5912,French
5913,German
5913,Turkish
5914,Dutch
5915,Dutch
5915,German
5915,English
5915,French
5916,English
5917,English
5918,Polish
5919,English
5919,French
5920,Thai
5921,Polish
5921,English
5922,English
5923,English
5924,Thai
5925,French
5926,English
5927,French
5927,Spanish
5928,Thai
5929,Thai
5930,Chinese
5932,Urdu
5932,English
5932,Punjabi
5932,Bhojpuri
5933,Thai
5934,English
5935,Greek
5936,English
5937,Hindi
5938,Tamil
5939,Thai
5940,English
5940,Spanish
5940,AmericanSignLanguage
5940,Arabic
5940,Somali
5941,English
5941,Russian
5941,French
5941,Lithuanian
5941,German
5942,English
5942,Irish
5943,English
5944,English
5945,Japanese
5946,Japanese
5947,Japanese
5948,Akan
5948,English
5949,German
5950,German
5951,German
5952,English
5953,English
5953,Mandarin
5953,Malay
5954,English
5954,French
5955,English
5957,English
5957,Spanish
5957,Finnish
5958,English
5959,Gallegan
5959,Spanish
5960,French
5961,English
5961,Spanish
5962,English
5963,English
5964,Korean
5966,Indonesian
5966,Arabic
5967,Indonesian
5968,English
5970,Italian
5971,English
5971,Spanish
5972,Spanish
5973,English
5974,Thai
5975,English
5975,Mandarin
5975,Thai
5976,English
5977,Spanish
5978,Spanish
5979,Italian
5980,English
5981,English
5984,English
5984,Hindi
5985,Portuguese
5986,English
5986,Spanish
5986,Portuguese
5988,Portuguese
5989,Filipino
5989,Tagalog
5990,Filipino
5990,Tagalog
5991,English
5991,Filipino
5992,Filipino
5992,Tagalog
5992,English
5992,French
5993,Filipino
5993,Tagalog
5994,Portuguese
5995,Japanese
5996,Norwegian
5998,English
5999,English
6000,French
6001,English
6002,English
6002,French
6002,Turkish
6002,Hebrew
6002,Arabic
6002,Spanish
6003,English
6004,English
6005,English
6006,Mandarin
6006,MinNan
6007,English
6007,Spanish
6008,English
6009,English
6010,Malay
6010,English
6011,French
6013,Catalan
6014,Italian
6015,English
6015,Portuguese
6015,Spanish
6016,English
6017,English
6018,German
6020,German
6021,Polish
6022,Polish
6023,Polish
6024,Japanese
6025,English
6026,English
6026,Mandarin
6027,English
6028,English
6028,Yoruba
6029,Hindi
6029,English
6030,English
6030,Hebrew
6031,Filipino
6031,Tagalog
6032,Filipino
6032,Tagalog
6033,Filipino
6033,Tagalog
6033,Spanish
6034,Filipino
6034,Tagalog
6035,Filipino
6035,Tagalog
6036,Tagalog
6036,Filipino
6037,English
6037,Spanish
6037,Portuguese
6038,Italian
6040,English
6041,English
6042,Malay
6043,English
6043,Mandarin
6043,Spanish
6044,English
6045,English
6046,English
6046,French
6047,English
6048,English
6049,English
6050,English
6050,Spanish
6051,French
6053,English
6054,English
6055,Japanese
6056,English
6057,Arabic
6057,English
6058,English
6059,Filipino
6059,Tagalog
6060,Filipino
6060,Tagalog
6061,Filipino
6061,Tagalog
6062,Filipino
6062,Tagalog
6063,English
6064,English
6065,English
6067,Thai
6067,French
6068,Italian
6068,French
6069,English
6069,Mandarin
6069,Russian
6070,English
6071,Filipino
6071,Tagalog
6072,Filipino
6072,Tagalog
6072,English
6073,Dutch
6074,English
6075,Arabic
6076,English
6077,Dutch
6078,Tamil
6079,Hindi
6079,English
6079,Punjabi
6080,Hindi
6080,Urdu
6081,English
6082,Tamil
6083,Dutch
6084,Hindi
6085,Hindi
6085,Urdu
6085,Marathi
6085,English
6086,English
6087,Russian
6088,Danish
6088,English
6089,Hungarian
6089,French
6089,English
6090,English
6091,English
6092,Spanish
6093,Arabic
6093,Nyanja
6093,English
6094,English
6095,English
6096,English
6098,Korean
6099,Thai
6100,English
6101,Tamil
6102,English
6102,Spanish
6102,Italian
6103,Dutch
6103,Flemish
